Name,Address,Phone,Website,Category,Hours,Specialty
YYC Upholstery,"Calgary, AB",(825) 288-8500,https://yycupholstery.com,Upholstery Cleaning Service,"Mon-Sat: 8am-6pm","Sofa Cleaning,Mattress Cleaning,Pet Stain Removal,Leather Restoration,Auto Upholstery"
